A Bad Haircut	The perfect start to a bad hair day. [Core Expansion 1, Party Box]
Abbot & Costello	Comedy team who had everyone guessing - "Who's on first?" [Core Expansion 4, Party Box Expansion 1]
Abraham Lincoln	1809-65, 16th U.S. president, led the Union to victory in the American Civil War and abolished slavery. Was assassinated for his efforts. [Core Set, Party Box]
Abraham Lincoln	President of the U.S. during the Civil War. He was called "Honest Abe." [Junior Set (1st) & (2nd)]
Actors	If they're really good, you can't tell they're acting. [Junior Set (2nd)]
Actresses	"Romeo, Romeo, wherefore art thou." Romeo and Juliet by William Shakespeare. [Junior Set (2nd)]
Adam & Eve	A relationship of Biblical proportions. [Core Expansion 4, Party Box Expansion 1]
Adam Sandler	1966- , American comedian, film star, and Saturday Night Live alumnus. Genius or goofball - you make the call. [Core Expansion 2, Party Box]
Adolph Hitler	1889-1945, turned Germany into a militarized dictatorship, caused the slaughter of millions and launched World War II. [Core Set, Party Box]
Africa	The continent located between the Atlantic Ocean and Indian Ocean. [Junior Set (1st) & (2nd)]
AIDS	Acquired Immune Deficiency Syndrome. [Core Expansion 2, Party Box]
Airline Food	Since when is a bag of peanuts considered a meal? [Core Expansion 1, Party Box]
Airplane	The Wright Brothers were "wright" when they added power to a glider in order to make it fly. [Junior Set (2nd)]
Airplanes	I want to sit by the window! [Kids Set]
Al Pacino	1940- , Oscar winning American actor and star of "The Godfather," "Dog Day Afternoon" and "Scent Of A Woman." One very intense guy. [Core Expansion 1, Party Box]
Aladdin	Folktale character who found a magic lamp with a gentle genie inside. [Kids Set]
Alan Greenspan	1926-, chairman of the U.S. Federal Reserve Board. [Core Expansion 3, Party Box Expansion 1]
Alaska	The 49th state. It's the home of Mount McKinley. [Junior Set (2nd)]
Albert Einstein	1879-1855, German-born American physicist and Nobel laureate who created theories of relativity. Nice hair. [Core Set, Party Box]
Alfred Hitchcock	1899-1980, British-born American director and producer of brilliant psychological thrillers. Right, mother? MOTHER! [Core Set, Party Box]
Alien Abductions	There was a blinding light -and she was gone! [Core Expansion 1, Party Box]
Aliens	They're not from around here! [Junior Set (1st) & (2nd)]
Alligators	Large reptiles with strong jaws and long tails. Their skins are made into shoes and purses. [Junior Set (1st) & (2nd)]
AM & FM	Making waves in radio. [Core Expansion 4, Party Box Expansion 1]
Americans	How many Americans does it take to screw in a light bulb? THAT'S NOT FUNNY! WE'RE SUING! [Core Set, Party Box]
Amputations	"A SCRATCH? Your arm's off!" - Monty Python and the Holy Grail. [Core Expansion 2, Party Box]
Amsterdam	The capital of the Netherlands, and one of Europe's most beautiful and notorious cities. [Core Expansion 3, Party Box Expansion 1]
An Igloo	A domed-shaped house made from blocks of hard snow or ice. [Kids Set]
Ancient Rome	In ancient times, all roads led to Rome, and the traffic has only gotten worse. [Core Expansion 3, Party Box Expansion 1]
Andy Warhol	1928-87, American painter and filmmaker, a leader of the pop art movement. Famous for slightly more than 15 minutes. [Core Set, Party Box]
Angry Hornets	Who put the bees in their bonnets?. [Core Expansion 2, Party Box]
Anna & The King	The 1999 film romanticizing the story of Anna Leonowens and King Mongkut of Siam. [Core Expansion 4, Party Box Expansion 1]
Anna Kournikova	1981-, Russian-born star of the tennis court and internet. [Core Expansion 3, Party Box Expansion 1]
Anne Frank	1929-45, German Jewish girl who wrote in her diary about her family hiding from the Nazis. She died in a concentration camp. [Core Set, Party Box]
Antarctica	Home to the lowest Junior Seterature ever recorded on earth, -126.9 F. [Core Set, Party Box]
Anthony Hopkins	1937- , British actor starred in The Elephant Man, Howard's End, and, of course, The Silence Of The Lambs. Knighted in 1992. [Core Expansion 2, Party Box]
Anthrax	A potentially deadly infectious disease caused by spore bacteria. Anthrax has been developed as a biological weapon. [Core Expansion 3, Party Box Expansion 1]
Antiques Roadshow	PBS television program where folks bring oddities for appraisal. One person's trash is another one's treasure. [Core Expansion 3, Party Box Expansion 1]
Antony & Cleopatra	Roman general and Egyptian queen. A love affair that wouldn't die. Oh, wait, it did. [Core Expansion 4, Party Box Expansion 1]
Ants	Some are black and some are red. I don't want them in my bed! [Kids Set]
Apple Juice	Baby's first juice. [Kids Set]
Apple Pie	It's as American as ... as ... something ... [Core Expansion 1, Party Box]
Apples	More than 40 million metric tons are produced worldwide every year. How 'bout them apples? [Core Set, Party Box]
Apples	Johnny Appleseed traveled across the United States planting seeds for apple trees. [Kids Set]
Apples & Oranges	Don't even TRY to compare them. [Core Expansion 4, Party Box Expansion 1]
Aristotle	384-322 B.C., ancient Greek philosopher. His writings formed the foundation for much of today's philosophical and political thought. [Core Expansion 3, Party Box Expansion 1]
Arm & A Leg	Sure, they were free, but just try replacing them. [Core Expansion 4, Party Box Expansion 1]
Armadillo	Burrowing mammal with armor-like bony plat covering. Roadkill extraordinaire. [Core Expansion 3, Party Box Expansion 1]
Armed Robbery	You got your Robbery, your Armed Robbery, your Strong Armed Robbery, and, of course, the five finger discount. [Core Expansion 2, Party Box]
Arnold Schwarzenegger	1947-, Austrian born body-builder turned actor. "My body is like breakfast, lunch, and dinner. I don't think about it, I just have it." [Core Expansion 3, Party Box Expansion 1]
Aroma Therapy	Alternative medicine. Something's smelly about it. [Core Expansion 3, Party Box Expansion 1]
Arsenic & Old Lace	The hilarious dark comedy written by Joseph Kesselring, or the 1944 film adaptation by Frank Capra. [Core Expansion 4, Party Box Expansion 1]
Artists	So creative! [Junior Set (1st) & (2nd)]
Assault & Battery	That would be a single "A" battery. [Core Expansion 4, Party Box Expansion 1]
Assembly Lines	Faster. FASTER! [Core Expansion 2, Party Box]
Astronauts	It's a great day for a space walk! [Junior Set (2nd)]
At My Parent's House	Like never-never land, you're never seen as an adult here. [Core Set, Party Box]
Atlantis	Mythological city where the folks had that sinking feeling. [Core Expansion 2, Party Box]
Atomic Bombs	The Italian physicist Enrico Fermi succeeded in producing the first nuclear chain reaction in 1942, at the University of Chicago. [Core Set, Party Box]
Attack On Pearl Harbor	"Yesterday, December 7th, 1941, a date which will live in infamy ..." -Franklin D. Roosevelt [Core Set, Party Box]
Austin Powers	Fictional British man of mystery. Yeah, bay-beee, yeah! [Core Expansion 1, Party Box]
Australian Outback	Beware of dangerous Junior Seteratures, strange animals, and didgeridoos. [Core Expansion 1, Party Box]
Babe Ruth	1895-1948, American baseball legend, and one heck of a candy bar! [Core Set, Party Box]
Babies	Little bundles of joy ... and who needs sleep, anyway? [Core Expansion 2, Party Box]
Babies	Very young children or infants. They cry a lot! [Kids Set]
Baby Dolls	Some of them talk, some of them walk, and some even wet their pants! [Kids Set]
Baby Food	Strained peas and mushy meat. Doesn't that sound good? [Junior Set (1st) & (2nd)]
Baby Showers	Baby showers may bring flowers ... [Core Set, Party Box]
Babysitters	The good ones let you stay up late. [Kids Set]
Backstreet Boys	The latest American pop boy band. Which one do you think is the cutest? [Core Expansion 1, Party Box]
Backyards	Your playground at home! [Junior Set (1st) & (2nd)]
Bacon	Meat from a pig, flavored with salt and smoke. Oink! [Junior Set (1st) & (2nd)]
Bad Dogs	Bad dog, bad dog. What'cha gonna do? [Core Set, Party Box]
Bad Dreams	Like good dreams, but with monsters. [Kids Set]
Bagels And Lox	A perfect snack for salmon-chanted evening ... [Core Expansion 3, Party Box Expansion 1]
Bagpipes	A shrill-toned musical instrument consisting of a leather bag and pipes. Also available in plaid. [Core Expansion 1, Party Box]
Baked Beans	Add a little bacon, brown sugar and Beano! [Core Expansion 2, Party Box]
Baked Potatoes	Hot potato, couch potato, potato head, twice baked, half-baked, ... whatever. [Core Set, Party Box]
Baking Cookies	An experience only surpassed by eating them. [Core Expansion 1, Party Box]
Baking Cookies	Mix up the dough and put them in the oven. [Kids Set]
Bald Eagles	Known for their majestic appearance and powerful flight. In 1782, the bald eagle was chosen as the emblem of the United States. [Core Expansion 1, Party Box]
Bald Eagles	They're not really bald. The white feathers on their heads make them look that way. [Junior Set (1st) & (2nd)]
Ball & Chain	Don't let it get you down. [Core Expansion 4, Party Box Expansion 1]
Ballerinas	Beautiful, graceful dancers who are always on their toes. [Core Expansion 1, Party Box]
Ballerinas	It takes years of training before a ballerina can dance in toe shoes. [Junior Set (1st) & (2nd)]
Balloons	Lots of colors, shapes, and sizes. [Kids Set]
Ballroom Dancing	Fox-trots, tangos, cha-chas, and more! Are you ready to rumba? [Core Expansion 3, Party Box Expansion 1]
Bananas	Monkeys like them a bunch! [Kids Set]
Band-Aids	Available in lots of colors and shapes. A fun way to cover cuts and scrapes. [Junior Set (1st) & (2nd)]
Bangkok	Capital of Thailand. Location: near the Gulf of Siam. Population: five million. Reputation: seedy. [Core Set, Party Box]
Bankruptcy	It'll be the debt of you. [Core Expansion 2, Party Box]
Barbara Walters	1931- , American television journalist and author. Voted one of the most important women of the century by "Ladies Home Journal." [Core Expansion 1, Party Box]
Barbed Wire	Wire with sharp points, used for fences. Created havoc on the western frontier. [Core Expansion 1, Party Box]
Barbershops	It's a beauty shop for guys. [Junior Set (2nd)]
Barbie & Ken	Ah, to be blond and plastic... [Core Expansion 4, Party Box Expansion 1]
Barbie Dolls	Tall, thin, fashion dolls with lots of clothes and tiny feet. [Kids Set]
Barfing	We didn't want to bring that up ... [Core Set, Party Box]
Barney	Purple dinosaur. "I love you, you love me, blah, blah, blah ... " [Core Set, Party Box]
Barney	A large, purple dinosaur. "I love you, you love me." [Kids Set]
Bart Simpson	Fictional animated character. Don't have a cow, man!" [Core Set, Party Box]
Baseball	Its one, two, three strikes you're out . . . [Core Expansion 3, Party Box Expansion 1]
Baseball Games	"One, two, three strikes, YOU'RE OUT!" [Junior Set (1st) & (2nd)]
Baseball Fields	It's 90 feet from home plate to first base. But it seems longer when you're trying to reach it! [Junior Set (2nd)]
Basketball	Some basketball players are over seven feet tall. [Junior Set (1st) & (2nd)]
Bates Motel	The haunt of Alfred Hitchcock's psycho, Norman Bates ... and mother, of course ... [Core Expansion 2, Party Box]
Batman	How does Batman's mother call him home? "Dinner, dinner, dinner, dinner, dinner, dinner, dinner, dinner - BATMAN!" [Core Expansion 2, Party Box]
Batman	A superhero who wears a black mask and cape. He drives the Batmobile. [Kids Set]
Batman & Robin	Superheroes or vigilantes, you make the call. [Core Expansion 4, Party Box Expansion 1]
Bats	The little brown bat consumes as many as 600 mosquitoes in an hour. The vampire bat dines elsewhere ... [Core Expansion 1, Party Box]
Bats	Either furry little animals that fly, or sticks used to hit baseballs. [Kids Set]
Bats & Balls	At least they don't go on strike. [Core Expansion 4, Party Box Expansion 1]
BB Guns	You'll shoot your eye out!" [Core Expansion 3, Party Box Expansion 1]
Beach Balls	Blow them up and watch them blow away! [Junior Set (1st) & (2nd)]
Beach Parties	Up for some "Beach Blanket Bingo," Annette? [Core Expansion 1, Party Box]
Beanbag Chairs	For beanbag butts . . . [Core Expansion 3, Party Box Expansion 1]
Beanie Babies	Tiny plush collectible to love and cherish. Don't take that tag off! [Core Expansion 1, Party Box]
Beanie Babies	Little bean bag creatures that can be played with or collected. [Kids Set]
Bears	Large, shaggy animals with sharp claws and little tails. Sometimes they are named Teddy. [Kids Set]
Beauty & The Beast	A French fairy tale, animated by Disney in 1991. [Core Expansion 4, Party Box Expansion 1]
Beauty And The Beast	A tale as old as time ... so Disney didn't have to pay royalties. [Core Expansion 2, Party Box]
Beavis & Butt-Head	He said "butt." Huh-huh. Huh-huh. [Core Expansion 4, Party Box Expansion 1]
Bed & Breakfast	Not the same as breakfast in bed. [Core Expansion 4, Party Box Expansion 1]
Bee Stings	Leave the bees alone- and they'll leave you alone. [Junior Set (2nd)]
Beef Stew	Meat, potatoes, carrots, onions... [Junior Set (2nd)]
Beer	"Beer is proof that God loves us and wants us to be happy." - Benjamin Franklin [Core Expansion 2, Party Box]
Beer & Pretzels	"these pretzels are making me thirsty" - Cosmo Kramer, Seinfeld [Core Expansion 4, Party Box Expansion 1]
Beer Bellies	Just think of them as microbreweries. [Core Expansion 1, Party Box]
Beethoven	1770-1827, German composer, considered one of the greatest of the western world. [Core Set, Party Box]
Beets	Beats Brussels sprout. [Core Expansion 2, Party Box]
Beets	Round purplish-red vegetables. Do you like beets? [Kids Set]
Being & Nothingness	Jean Paul Satre's 1943 work based on the distinction between things that exist by themselves and those that exist for themselves. [Core Expansion 4, Party Box Expansion 1]
Being In Love	"Love's like the measles, all the worse when it comes late." -Douglas Jerrold [Core Set, Party Box]
Bell-Bottoms	Bell-bottoms and pea coats -who would have thought the Navy could be such a trendsetter? [Core Expansion 1, Party Box]
Bells & Whistles	It's got everything! [Core Expansion 4, Party Box Expansion 1]
Belt Buckles	Cowboys like them fancy and pilgrims like them plain. [Junior Set (2nd)]
Ben Stiller	1965-, American actor, director, and funny guy of Reality Bites, There's Something About Mary, and Meet The Parents [Core Expansion 2, Party Box]
Berlin	1945 - Adolph Hitler's last stand. Bunker ... I mean -hunker down, soldier. [Core Set, Party Box]
Bert & Ernie	Sesame Street's muppet buddies. [Core Expansion 4, Party Box Expansion 1]
Bert And Ernie	Two nice guys in striped shirts who live on Sesame Street. [Kids Set]
Bigfoot	Legendary North American monster, a.k.a. Sasquatch or the Abominable Snowman. [Core Expansion 1, Party Box]
Big Bang Theory	A cosmological theory for the origin of the universe. An explosive idea! [Core Expansion 2, Party Box]
Big Bird	Beloved Sesame Street character, or the not-necessarily-beloved U.S. spy satellite. [Core Expansion 3, Party Box Expansion 1]
Big Bird	A very large, yellow bird who lives on Sesame Street with Bert and Ernie. [Kids Set]
Big Cities	Very large towns, like New York, Los Angeles and Chicago. [Kids Set]
Big Dogs	An adult Saint Bernard weighs over 170 pounds. [Junior Set (1st) & (2nd)]
Big Macs	T w o a l l b e e f p a t t i e s s p e c i a l s a u c e l e t t u c e c h e e s e p i c k l e s o n i o n s o n a s e s a m e s e e d b u n . [Core Expansion 2, Party Box]
Bill & Ted	Characters in Keanu Reeves' excellent time-travel adventure film. Yeah, dude. [Core Expansion 4, Party Box Expansion 1]
Bill Clinton	1946- , popular, yet embattled, 42nd president of the United States. [Core Set, Party Box]
Bill Gates	1955-, chairman and chief software architect of Microsoft Corporation. A very rich guy. [Core Set, Party Box]
Bill Murray	1950-, American actor and comedian. Star of Ghostbusters, Stripes, Groundhog Day, and Lost In Translation. [Core Expansion 2, Party Box]
Billboards	Only 1,254 miles to Wall Drug ... [Core Set, Party Box]
Billy Crystal	1947-, American comedian, actor and director. He looks maaaaah-velous. [Core Expansion 3, Party Box Expansion 1]
Bingo	"There was a farmer, had a dog, and Bingo was his name-o ..." [Core Expansion 2, Party Box]
Bingo	Get five in a row. BINGO! [Junior Set (2nd)]
Bird Watching	A hobby that relies on a wing and a prayer. [Core Expansion 1, Party Box]
Birds	"Birds of a feather, flock together." [Kids Set]
Birthday Cake	What kind of cake, white or chocolate? [Kids Set]
Black Cats	It's bad luck if they cross your path. You might step in a hairball! [Core Expansion 3, Party Box Expansion 1]
Black Cats	They're not really bad luck! [Junior Set (2nd)]
Black Holes	The gravitational field of a black hole is so strong that nothing, including light, can escape from its vicinity. [Core Set, Party Box]
Black Licorice	Alexander the Great and Julius Caesar both endorsed the beneficial properties of Licorice. No word on black jelly beans . . . [Core Expansion 3, Party Box Expansion 1]
Black Lingerie	Victoria's REAL secret: selling skimpy negligees at hefty price . . . [Core Expansion 3, Party Box Expansion 1]
Black Velvet	Smooth, silky and sophisticated ... until you paint an Elvis on it. [Core Expansion 2, Party Box]
Blackouts	They can occur at any [Core Expansion 3, Party Box Expansion 1]
Blizzard	Extreme cold, strong winds, and a head snowfall. Also known as Canada. [Core Set, Party Box]
Blood	A healthy human body contains between five and six quarts of blood. Bloody right they do! [Core Set, Party Box]
Blood	Blood carries oxygen and nutrients throughout the body. [Junior Set (2nd)]
Blood & Tears	Don't forget the sweat. [Core Expansion 4, Party Box Expansion 1]
Blowing Bubbles	The bigger the better! [Kids Set]
Blowing Your Nose	Please use a tissue! [Kids Set]
Blue Velvet	An elegant, textured fabric, Bobby Vinton love song, or David Lynch's bizarre 1986 film about the dark side of small-town America. [Core Expansion 3, Party Box Expansion 1]
Blueberries	Blueberries will stain your teeth. Smile! [Junior Set (1st) & (2nd)]
Board Games	Games have been played for thousands of years. Some games of Monopoly just SEEM that long. [Core Expansion 2, Party Box]
Boardwalk & Park Place	Top of the line in the real estate game. [Core Expansion 4, Party Box Expansion 1]
Boats	"Row, row, row your boat!" [Kids Set]
Body & Soul	Just tryin' to keep it all together. [Core Expansion 4, Party Box Expansion 1]
Body Odor	Over $1.6 billion is spent each year on antiperspirants in the United States. That stinks! [Core Expansion 2, Party Box]
Body Piercing	YOU STUCK WHAT? WHERE? [Core Expansion 2, Party Box]
Body Snatchers	We'd be worried, but nobody would want to snatch OUR bodies . . . [Core Expansion 3, Party Box Expansion 1]
Body Surfing	When you're too cheap to buy a surfboard. [Core Set, Party Box]
Bodybuilders	If you build it they will come. [Core Expansion 3, Party Box Expansion 1]
Bonbons	Sweets for the sweet ... [Core Set, Party Box]
Bongos	Small drums played with the fingers. Used in Latin American and African music. The choice of American beat poets. [Core Expansion 1, Party Box]
Bonnie & Clyde	American outlaws of the 1920s, played by Faye Dunaway and Warren Beatty in the 1967 film. [Core Expansion 4, Party Box Expansion 1]
Bora Bora	Volcanic island in the Pacific. Good oranges and vanilla. [Core Expansion 3, Party Box Expansion 1]
Bottled Water	How much are you willing to pay for something you can get for free? [Core Expansion 2, Party Box]
Bow & Arrows	More effective than sticks and stones. [Core Expansion 4, Party Box Expansion 1]
Bowling	Three strikes and you're in. [Core Expansion 3, Party Box Expansion 1]
Bowling	A game played by rolling a heavy ball so that it knocks down wooden pins. A perfect score is 300. [Junior Set (1st) & (2nd)]
Boxing	An ancient and honorable sport - not just for boys anymore ... [Core Expansion 2, Party Box]
Boy Scouts	International organization for boys and young men founded in England in 1908, to foster character, citizenship and outdoor life. [Core Expansion 2, Party Box]
Boy Scouts	On my honor, I will do my best... and learn to camp. [Junior Set (2nd)]
Boyfriends	"My boyfriend's back and you're gonna be in trouble." - The Angels [Core Expansion 2, Party Box]
Boyfriends	We're just friends! [Junior Set (2nd)]
Boys	"Snips and snails and puppy dog tails." [Kids Set]
Braces	No more gum, no caramels, no corn on the cob. [Junior Set (1st) & (2nd)]
Brad Pitt	1963- , American actor and heart-throb. [Core Set, Party Box]
Brain Surgeons	Hey, it ain't brain surgery ... oh ... wait a second ... [Core Expansion 1, Party Box]
Brains	Vital to human existence and mad scientists. [Core Expansion 2, Party Box]
Brains	It's all in your head. [Junior Set (1st) & (2nd)]
Bread & Water	Make that a baguette and a bottle of Perrier. [Core Expansion 4, Party Box Expansion 1]
Breaking & Entering	"Honest, Officer, I lost my keys." [Core Expansion 4, Party Box Expansion 1]
Bride & Groom	"With this ring..." [Core Expansion 4, Party Box Expansion 1]
Britney Spears	1981-, American singer. From mouseketeer to international pop star. [Core Expansion 1, Party Box]
Broadway	The New York theater district. "They say the neon lights shine bright on Broadway." -Barry Mann [Core Expansion 2, Party Box]
Brooks & Dunn	Extremely successful country & honky-tonk music duo. "If they don't dance, you're dead." - Ronnie Dunn [Core Expansion 4, Party Box Expansion 1]
Brothers	Oh, brother! [Junior Set (1st) & (2nd)]
Brothers & Sisters	"You can pick your friends, but..." [Core Expansion 4, Party Box Expansion 1]
Bruce Willis	1955- , Diehard American action movie star who has moonlighted on TV. He also starred in Pulp Fiction, Armageddon and The Sixth Sense. [Core Expansion 2, Party Box]
Bruises	The dark color of a bruise is caused by broken blood vessels under the skin. [Junior Set (2nd)]
Brushing Your Teeth	Oh! What's that gunk stuck on your teeth? [Junior Set (1st) & (2nd)]
Bubble Bath	Just add water! [Junior Set (2nd)]
Bubble Gum	Crack it, snap it, pop it, and blow it! [Core Expansion 2, Party Box]
Bubble Gum	Chewing is easy, blowing bubbles is hard, getting it out of your hair is even harder. [Junior Set (1st) & (2nd)]
Bubbles	"Tiny bubbles, in the wine/ Tiny bubble make me feel fine ..." -Don Ho [Core Set, Party Box]
Buddies	Good friends - people and pets. [Kids Set]
Buffalo	A large animal with a big, shaggy head and a hump on its back, native to North America. [Junior Set (1st) & (2nd)]
Bugs	Ants, beetles, spiders, and roaches. It's "A Bug's Life." [Kids Set]
Bugs Bunny	A tall, skinny cartoon rabbit. "What's up, Doc?" [Kids Set]
Bulls & Bears	On or off Wall Street. [Core Expansion 4, Party Box Expansion 1]
Bullfighting	A traditional sport in some Spanish speaking countries. [Junior Set (2nd)]
Bullwinkle	As in the cartoon "The Adventures of Rocky and Bullwinkle" - the moose half of moose and squirrel. [Core Expansion 1, Party Box]
Bumble Bees	Large, fuzzy bees with yellow and black stripes. Watch out - they sting! [Kids Set]
Bumper Cars	Much like rush hour in Chicago. [Core Expansion 3, Party Box Expansion 1]
Bumper Stickers	Your personal billboard! [Core Expansion 1, Party Box]
Bungee Jumping	Another sport hanging on by a thread. [Core Set, Party Box]
Bunk Beds	Two single beds, one on top of the other. I want the top! [Junior Set (1st) & (2nd)]
Burger & Fries	You want flies with that?" [Core Expansion 4, Party Box Expansion 1]
Burned Toast	Want some burned bacon with that? [Junior Set (1st) & (2nd)]
Bus Drivers	Don't bother the bus driver. [Junior Set (1st) & (2nd)]
Butter	What's better than butter? [Junior Set (1st) & (2nd)]
Buttons & Bows	Cute as a button, or a bow. [Core Expansion 4, Party Box Expansion 1]
Butterflies	Butterflies flutter by. [Junior Set (1st) & (2nd)]
Buying A House	If only we had the money, we could get a mortgage. [Core Expansion 1, Party Box]
Buzz Lightyear	The animated star of Toy Story. "To infinity and beyond!" [Junior Set (2nd)]
Cabbage	From the French word caboche, meaning "big head." [Core Expansion 2, Party Box]
Cactus	Require little care and exhibit bizarre forms. As such, they are often mistaken for Survivalists. [Core Set, Party Box]
California	Sacramento is its capital, Los Angeles its largest city. Here we come. [Core Set, Party Box]
Calvin & Hobbs	Bill Waterson's late, great comic strip featuring a little boy and his tiger. [Core Expansion 4, Party Box Expansion 1]
Camelot	"On second though, let's not go to Camelot. 'Tis a silly place." - King Arthur, Monty Python and the Holy Grail [Core Expansion 3, Party Box Expansion 1]
Camels	One hump or two? [Junior Set (2nd)]
Cameras	"And this is a picture from our summer vacation..." [Junior Set (2nd)]
Campfire	S'mores and songs. Gather 'round! [Junior Set (2nd)]
Camping	Shhh! Did you hear that noise? [Junior Set (1st) & (2nd)]
Camping Trip	When you just have to get s'more nature. [Core Expansion 2, Party Box]
Canada	Federated country of North America. The Great White North - eh? [Core Set, Party Box]
Canada	Largest country in North America. Canada is located north of the U.S. [Junior Set (1st) & (2nd)]
Canadians	How many Canadians does it take to screw in a lightbulb? Fifteen. Fourteen to chip it out of the ice, and one to screw it in. [Core Set, Party Box]
Candles	How many candles are on your birthday cake? [Kids Set]
Candy	Lollipops, jelly beans, chocolates, and lots more. All the good stuff! [Kids Set]
Candy Corn	It may be corn but it's not a vegetable. [Junior Set (1st) & (2nd)]
Canoes	Light, narrow boats. Don't stand up! [Junior Set (1st) & (2nd)]
